RESTAURANT_ID,RESTAURANT_NAME,CUISINE_PRIMARY,CUISINE_SECONDARY,CITY,AREA,LAT,LNG,AVG_RATING,COMMISSION_RATE,IS_ACTIVE,ONBOARDED_AT
421,Wallace and Sons,Bakery,North Indian,Bengaluru,East,57.2576995,-12.106725,4.18,0.206,FALSE,2023-12-17 07:15:00
422,Johnson-Vance,South Indian,Chinese,Mumbai,North,-8.9565405,22.264691,4.69,0.268,,2024-06-06 16:25:00
423,"Smith, Rice and Romero",Bakery,Italian,Bengaluru,South,7.720102,-2.454196,3.67,0.215,Y,2023-04-29 03:52:00
424,"Sanchez, Nunez and Marshall",Bakery,Fast Food,Pune,East,5.1993175,31.726767,4.76,0.152,TRUE,2024-05-09 04:48:00
425,"Sullivan, Adams and Villanueva",Chinese,North Indian,Hyderabad,Central,79.673373,16.626858,4.74,0.243,FALSE,2024-11-03 17:44:00
426,Newman Inc,South Indian,Chinese,Bengaluru,West,-86.0312575,-177.050585,4.55,0.246,TRUE,2023-07-03 06:59:00
427,Gonzales-Nicholson,North Indian,Chinese,Mumbai,West,25.841140,22.168087,3.2,0.281,1,2023-08-08 06:04:00
428,Brown Inc,Bakery,Bakery,Delhi,South,42.9243235,-169.999132,4.26,0.178,0,2024-04-06 13:07:00
429,"Estrada, Hickman and Beasley",South Indian,North Indian,Mumbai,North,77.144641,-161.993414,3.65,0.167,1,2024-03-23 15:57:00
430,Bradley-Fernandez,Bakery,South Indian,Hyderabad,North,-7.8461655,170.785627,3.62,0.284,,2024-05-20 23:11:00
431,Zuniga-Lopez,Italian,Fast Food,Bengaluru,Central,-35.761487,27.459598,3.18,0.167,N,2024-03-19 15:59:00
432,Fitzgerald-Rogers,North Indian,South Indian,Chennai,South,-77.228892,83.475110,3.97,0.164,,2023-07-13 17:18:00
433,Ramsey PLC,Italian,South Indian,Pune,Central,0.7326105,66.952387,4.57,0.176,N,2023-02-11 20:59:00
434,Moore-Knox,Chinese,South Indian,Hyderabad,Central,57.3614815,-156.246021,3.54,0.192,FALSE,2024-11-20 00:24:00
435,"Hall, Rodriguez and Bryant",Chinese,Healthy,Delhi,Central,28.385575,27.329173,4.43,0.159,,2023-12-17 00:56:00
436,Walsh and Sons,Chinese,Fast Food,Pune,South,70.483880,34.903480,3.58,0.175,,2023-10-26 14:05:00
437,Martin-Hanson,Fast Food,Chinese,Pune,East,-82.268442,-100.309300,3.8,0.218,N,2024-05-18 01:41:00
438,"Mccann, Patel and Lambert",North Indian,Bakery,Chennai,East,-66.835323,-164.091890,3.01,0.209,0,2024-11-06 10:02:00
439,"Tucker, Wells and Bates",Chinese,Bakery,Bengaluru,Central,-87.905948,-11.439471,3.61,0.163,Y,2023-06-17 15:04:00
440,Cole-Park,South Indian,Bakery,Mumbai,North,-5.3733205,-39.234195,3.82,0.232,N,2024-08-01 00:52:00
441,Lopez PLC,South Indian,North Indian,Bengaluru,South,58.025808,-94.186981,4.52,0.166,0,2023-06-11 02:09:00
442,Reid-Foster,Healthy,Italian,Mumbai,West,1.798213,39.000742,3.46,0.155,0,2024-09-24 20:21:00
443,"Parker, Howard and Tyler",Italian,Chinese,Bengaluru,Central,-19.7747385,-82.891235,3.65,0.16,1,2024-04-25 21:46:00
444,"Smith, Zavala and Barrett",Healthy,North Indian,Chennai,Central,10.3220045,-175.214021,4.5,0.219,N,2024-11-15 13:24:00
445,"Robinson, Bruce and Hernandez",Italian,Fast Food,Delhi,East,57.2500505,164.604719,3.97,0.287,FALSE,2024-07-23 13:50:00
446,"Stuart, Cannon and Frost",Healthy,Chinese,Mumbai,Central,14.615894,-32.018241,4.14,0.217,FALSE,2024-11-07 20:37:00
447,Parsons and Sons,North Indian,South Indian,Bengaluru,West,21.7703435,-145.540634,3.55,0.297,TRUE,2024-06-17 04:06:00
448,Morrow PLC,Healthy,Chinese,Hyderabad,South,-4.132151,137.854887,3.11,0.255,FALSE,2024-05-26 23:43:00
449,"Cruz, Bowman and Chang",Fast Food,Healthy,Pune,South,1.472217,-70.781675,3.84,0.169,1,2024-08-01 13:37:00
450,Smith-Contreras,South Indian,Healthy,Chennai,Central,25.7325615,24.840728,3.05,0.217,,2023-11-10 11:18:00
451,Branch-Weeks,Healthy,Healthy,Bengaluru,Central,69.572811,72.111852,4.68,0.169,N,2023-06-06 22:42:00
452,Cunningham-Hayes,South Indian,Chinese,Mumbai,East,-33.873507,-177.063807,4.0,0.226,Y,2023-06-16 15:01:00
453,Myers-Huber,Bakery,South Indian,Pune,Central,-70.6056615,-105.442930,4.18,0.243,0,2023-12-28 21:42:00
454,Yang-Wilkins,Fast Food,Fast Food,Hyderabad,West,-42.7890795,113.711507,4.16,0.221,Y,2023-08-30 12:18:00
455,"Willis, Rogers and Jacobson",South Indian,Fast Food,Chennai,West,38.035935,124.462902,3.9,0.281,N,2023-07-14 07:20:00
456,Dyer PLC,Bakery,North Indian,Chennai,North,-51.046152,-123.180744,4.3,0.255,TRUE,2023-09-19 01:01:00
457,Schwartz Inc,Italian,South Indian,Hyderabad,West,-3.3718045,163.895464,3.44,0.27,TRUE,2023-11-12 13:06:00
458,Gray-Hernandez,Italian,South Indian,Delhi,West,-32.1773055,-2.143678,3.96,0.234,TRUE,2023-11-23 13:24:00
459,"Rodriguez, Campbell and Mejia",North Indian,Fast Food,Chennai,West,65.983539,173.485739,3.62,0.212,,2024-04-09 13:49:00
460,Miller-Smith,Chinese,Healthy,Mumbai,North,88.893721,-136.372889,4.42,0.275,0,2023-11-16 00:06:00
461,Sanchez LLC,Italian,Italian,Pune,North,58.0650205,168.413660,4.14,0.187,1,2023-03-02 03:58:00
462,Garza-Robinson,Italian,Bakery,Delhi,North,-82.8442625,-10.893641,4.24,0.188,Y,2024-12-06 11:43:00
463,"Hayes, Wheeler and Small",South Indian,Healthy,Mumbai,West,48.6795715,72.419562,4.75,0.233,N,2023-07-06 07:24:00
464,Sims-Mills,Chinese,Chinese,Mumbai,South,63.1102805,-9.209413,3.66,0.27,Y,2023-05-01 22:16:00
465,"Johnson, Hamilton and Crawford",North Indian,North Indian,Delhi,Central,-34.229096,15.629960,3.37,0.22,0,2023-09-29 19:39:00
466,"Smith, Lee and Parker",Bakery,Chinese,Delhi,North,-14.8829805,-179.227164,3.53,0.265,N,2023-03-24 21:33:00
467,"Smith, Martinez and Carroll",Bakery,Healthy,Hyderabad,South,-9.607007,13.140221,3.96,0.207,FALSE,2024-06-01 03:44:00
468,Miller PLC,Italian,Chinese,Delhi,East,50.5097075,148.911926,3.13,0.246,1,2023-06-27 08:35:00
469,"Hardy, Elliott and Rivera",Fast Food,Italian,Chennai,North,42.0238795,-36.288192,3.7,0.188,,2023-07-29 11:01:00
470,"Williams, Ball and Jordan",Italian,Chinese,Mumbai,West,34.2471075,-144.699094,4.17,0.272,,2024-01-04 08:11:00
471,"Cantrell, King and Andrews",Chinese,Chinese,Bengaluru,Central,-40.783884,39.486706,3.11,0.27,1,2023-08-14 09:29:00
472,"King, Church and Barrett",South Indian,North Indian,Pune,South,24.9329595,161.238945,4.59,0.294,TRUE,2024-07-25 05:51:00
473,Nixon Ltd,North Indian,Bakery,Delhi,West,22.128383,148.569129,3.58,0.164,1,2023-09-15 13:48:00
474,Cruz-Shaw,Fast Food,Bakery,Delhi,East,9.7243065,-56.652406,4.63,0.291,N,2023-11-12 07:01:00
475,"Palmer, Fisher and Ingram",Chinese,Bakery,Chennai,East,-41.886111,39.864473,3.09,0.152,1,2024-03-06 20:09:00
476,Wallace Inc,Healthy,Fast Food,Pune,East,-2.248067,167.967977,,0.186,FALSE,2024-04-01 10:33:00
477,Barnes-Martinez,Healthy,Healthy,Hyderabad,Central,-82.0331555,-41.556647,3.18,0.228,FALSE,2024-05-17 20:24:00
478,Craig Inc,Italian,North Indian,Chennai,South,42.113698,119.705479,4.13,0.216,1,2023-12-25 19:50:00
479,"Norton, Morgan and Cummings",North Indian,South Indian,Bengaluru,North,15.5304495,-56.072940,3.18,0.162,Y,2023-02-15 00:03:00
480,Mcintosh-Ramirez,South Indian,Fast Food,Delhi,West,28.9763925,167.317115,4.37,0.231,N,2024-06-07 07:44:00
481,Watson-Miller,Fast Food,Italian,Chennai,Central,-25.554672,-142.083497,3.24,0.19,1,2024-12-19 21:03:00
482,Hutchinson-Williams,Italian,Fast Food,Hyderabad,East,-65.1930535,-51.699316,3.53,0.264,FALSE,2024-09-24 20:38:00
483,Lewis-Callahan,South Indian,North Indian,Chennai,Central,-48.6875455,-154.177988,4.35,0.247,Y,2023-10-20 02:53:00
484,Roth-Perry,North Indian,Bakery,Delhi,East,-66.467375,78.589659,4.51,0.183,N,2024-05-15 05:47:00
485,Wilson-Dean,North Indian,Bakery,Mumbai,South,17.710652,-136.493976,4.27,0.237,N,2023-06-23 17:42:00
486,Johnson Inc,Bakery,Healthy,Chennai,West,2.9988525,-147.543681,4.67,0.191,,2023-11-28 22:31:00
487,Hood Ltd,Italian,Bakery,Pune,West,7.428957,-152.390004,4.26,0.226,FALSE,2024-08-30 07:50:00
488,Duran and Sons,Italian,Bakery,Bengaluru,West,-19.4923045,-163.988007,3.61,0.246,,2023-08-02 13:18:00
489,Rivers-Mosley,Bakery,North Indian,Pune,Central,78.2675445,-23.062994,3.78,0.205,TRUE,2023-08-12 20:39:00
490,Ramirez Inc,North Indian,Healthy,Delhi,South,-0.365679,-96.755114,4.31,0.273,Y,2023-08-24 19:26:00
491,Henry LLC,Italian,Bakery,Bengaluru,Central,31.550452,-77.215634,4.76,0.281,FALSE,2024-06-27 12:08:00
492,Cummings PLC,Italian,Bakery,Hyderabad,Central,-5.3718025,30.936941,4.14,0.278,N,2024-03-05 07:13:00
493,"Dominguez, Gutierrez and Brown",North Indian,Italian,Delhi,South,1.504141,-178.715595,3.55,0.277,N,2023-06-25 02:58:00
494,"Jacobson, Nichols and Johnson",South Indian,Bakery,Bengaluru,North,-8.5184835,-68.915981,3.16,0.207,N,2024-11-02 09:45:00
495,Weaver Inc,Healthy,Chinese,Bengaluru,South,50.0958305,69.165320,3.95,0.237,0,2023-03-04 17:07:00
496,"Jensen, Johnson and Richardson",Chinese,Italian,Delhi,South,45.065077,-124.328569,4.77,0.186,0,2023-06-11 09:26:00
497,Glass PLC,Bakery,Fast Food,Chennai,South,-2.290149,-91.752833,3.44,0.156,FALSE,2024-04-02 14:14:00
498,"Smith, Lee and Becker",Italian,South Indian,Chennai,East,13.779441,-106.562888,4.67,0.281,Y,2023-09-16 19:07:00
499,Schroeder-Rodgers,South Indian,Chinese,Chennai,Central,-71.4030455,161.087701,4.44,0.176,TRUE,2023-12-05 18:48:00
500,Johnson-Bowman,Bakery,North Indian,Delhi,Central,-16.309047,-11.176341,3.75,0.249,FALSE,2023-11-29 05:47:00
501,Hutchinson Group,South Indian,Fast Food,Mumbai,South,-7.131756,-174.557522,4.53,0.234,TRUE,2024-03-14 11:11:00
502,Lawson-Dixon,Chinese,Bakery,Mumbai,West,-31.3588195,-75.636196,3.38,0.293,N,2024-07-31 21:02:00
503,Huynh and Sons,Fast Food,Chinese,Bengaluru,South,6.066257,-122.743384,3.26,0.156,TRUE,2023-01-01 02:00:00
504,Schwartz Ltd,Bakery,North Indian,Hyderabad,North,-17.8884855,-162.090554,3.47,0.192,,2024-02-29 19:15:00
505,Graham and Sons,Healthy,Bakery,Chennai,West,-72.174998,-61.701147,3.58,0.201,0,2024-12-25 06:53:00
506,"Reynolds, Long and Torres",Bakery,South Indian,Chennai,South,-13.2013225,-149.908122,4.69,0.174,N,2023-10-19 14:14:00
507,Thompson LLC,South Indian,North Indian,Bengaluru,South,78.4320555,160.397593,3.56,0.159,TRUE,2023-12-29 04:48:00
508,Morales-Mitchell,Italian,North Indian,Bengaluru,Central,-10.5315925,-100.868072,3.72,0.229,Y,2024-05-25 17:56:00
509,"Williams, Acosta and Miller",Bakery,Italian,Pune,South,24.348369,70.433119,3.34,0.299,0,2023-07-13 22:29:00
510,Knight-Wheeler,Bakery,Fast Food,Mumbai,Central,-54.5258595,-28.942291,4.24,0.222,1,2024-01-29 01:38:00
511,Harvey-Price,Bakery,South Indian,Mumbai,Central,73.0346615,55.026527,3.36,0.226,FALSE,2024-01-18 09:57:00
512,"Mckay, Smith and Baker",Italian,Bakery,Delhi,East,34.9787345,-148.951082,3.16,0.158,0,2023-07-05 23:06:00
513,Camacho LLC,South Indian,Italian,Bengaluru,West,39.5632125,125.649522,4.13,0.231,1,2023-06-12 23:21:00
514,"Taylor, Quinn and Sanders",Italian,Bakery,Bengaluru,East,-54.3594045,-73.024326,3.06,0.225,N,2024-04-13 15:49:00
515,Mccullough-Banks,Italian,Italian,Pune,South,69.849832,-23.065125,3.43,0.204,FALSE,2023-11-02 11:17:00
516,Williams and Sons,North Indian,Fast Food,Hyderabad,South,-42.274174,34.312842,4.59,0.271,,2024-12-13 08:32:00
517,Swanson and Sons,North Indian,North Indian,Mumbai,North,-60.497835,-163.292697,3.64,0.207,1,2023-07-29 19:35:00
518,"French, Williams and Garcia",Fast Food,Fast Food,Delhi,North,-18.9117275,39.890796,3.67,0.179,1,2023-09-13 06:26:00
519,Meyer-Herring,Bakery,Bakery,Chennai,Central,-26.1123655,54.179391,4.7,0.197,Y,2024-11-01 17:45:00
520,Thompson-Mccann,North Indian,South Indian,Delhi,East,-2.995184,-171.445737,3.61,0.188,N,2024-03-18 04:43:00
521,Sanders-Stewart,North Indian,Chinese,Pune,Central,-31.4788525,-169.838855,3.03,0.262,TRUE,2023-11-01 10:26:00
522,Green Group,Chinese,Fast Food,Hyderabad,North,-33.5041445,69.393878,3.86,0.26,N,2023-09-19 22:33:00
523,Adkins-Hernandez,Italian,South Indian,Mumbai,Central,66.5744925,93.541796,3.82,0.176,,2023-10-16 01:49:00
524,"Castro, Bishop and Wilson",Chinese,South Indian,Pune,Central,-67.033514,-127.780204,4.02,0.174,0,2024-01-05 17:18:00
525,Little-Curry,South Indian,Chinese,Hyderabad,West,-15.2037615,-0.164360,3.37,0.177,1,2023-09-28 18:06:00
526,Miller-Morris,Healthy,Bakery,Hyderabad,West,-12.9920395,-19.908692,4.08,0.293,TRUE,2023-11-04 20:35:00
527,Mckinney and Sons,Chinese,Fast Food,Delhi,West,-82.984532,74.779775,4.71,0.16,TRUE,2024-12-24 23:54:00
528,May-Curtis,Bakery,Chinese,Hyderabad,South,72.782070,-8.142010,3.5,0.215,N,2023-11-26 04:55:00
529,Hamilton-Kaiser,North Indian,Chinese,Mumbai,North,-63.882644,-50.883825,,0.195,Y,2023-06-09 17:57:00
530,"Petty, Williams and Mendez",Italian,North Indian,Pune,Central,85.055002,74.161358,3.89,0.225,Y,2024-04-26 16:39:00
531,"Wallace, Wright and Marks",Bakery,Chinese,Hyderabad,East,-22.375229,19.111962,4.24,0.218,1,2023-02-14 21:01:00
532,Thompson Ltd,Healthy,Bakery,Chennai,South,-57.915601,-178.520499,4.36,0.286,0,2023-05-12 17:11:00
533,"Mcintyre, Pierce and Garrison",Bakery,North Indian,Chennai,East,20.061621,123.458860,3.05,0.223,Y,2024-12-29 01:06:00
534,Walls and Sons,Italian,North Indian,Chennai,North,-87.1825995,-132.169387,3.89,0.166,FALSE,2023-04-11 07:33:00
535,Booker Group,Fast Food,South Indian,Chennai,Central,-61.1163815,-122.421348,3.54,0.208,,2023-10-02 11:56:00
536,Taylor-Webster,Chinese,Bakery,Pune,North,-2.285302,-9.124231,3.58,0.258,Y,2024-12-29 22:45:00
537,Williams Inc,Italian,Italian,Mumbai,West,-36.0336315,-29.599971,4.56,0.201,FALSE,2023-04-03 12:07:00
538,Jones and Sons,Fast Food,Fast Food,Chennai,Central,31.8828705,-111.851493,3.09,0.202,N,2024-04-24 03:44:00
539,Wells-Garner,Italian,North Indian,Chennai,East,-53.142633,79.159528,3.59,0.212,TRUE,2024-08-19 10:17:00
540,Clarke-Bell,South Indian,Italian,Bengaluru,South,-88.764945,-35.088268,4.02,0.211,TRUE,2023-01-15 11:39:00
541,"Parker, Ray and Hernandez",Italian,North Indian,Hyderabad,Central,82.511127,149.355242,4.59,0.183,TRUE,2024-08-24 11:24:00
542,Brown-Rivas,Chinese,North Indian,Pune,West,-7.1717805,-8.081608,4.77,0.172,Y,2024-02-09 20:43:00
543,Smith-Brown,Bakery,Bakery,Pune,East,75.7629435,141.575581,3.12,0.286,0,2024-04-06 10:38:00
544,"Potts, Davis and Holmes",Fast Food,Italian,Hyderabad,West,-60.897419,-1.577674,4.51,0.196,N,2024-05-08 19:29:00
545,"Hunt, Berger and Sweeney",South Indian,North Indian,Hyderabad,West,-42.024339,151.553144,4.13,0.214,TRUE,2023-08-18 01:59:00
546,"Campbell, Friedman and Knight",Bakery,South Indian,Delhi,East,70.4485585,-8.763333,3.29,0.236,Y,2023-07-07 06:09:00
547,Mack-Valenzuela,Chinese,South Indian,Delhi,North,55.9340575,44.454080,4.46,0.151,N,2023-05-04 04:34:00
548,Rogers LLC,Healthy,North Indian,Pune,Central,-63.020594,-173.489121,3.51,0.223,TRUE,2023-07-28 03:41:00
549,Brown Group,Italian,South Indian,Hyderabad,East,-12.8903805,-19.060834,3.16,0.299,FALSE,2024-10-29 00:34:00
550,Elliott Group,Italian,North Indian,Hyderabad,East,85.295643,58.514634,3.65,0.268,FALSE,2023-06-27 06:34:00
551,"Johnson, Burke and Cole",South Indian,Bakery,Bengaluru,South,-50.7864145,71.873775,3.74,0.224,N,2024-01-18 13:21:00
552,"Lewis, Santana and Smith",Fast Food,Chinese,Hyderabad,Central,-2.6262205,-158.430653,4.32,0.15,,2023-11-02 00:17:00
553,Spencer and Sons,Italian,South Indian,Chennai,Central,-35.525487,126.206033,3.06,0.183,0,2023-05-11 10:31:00
554,"Kane, Pitts and Knight",Bakery,Italian,Hyderabad,North,-79.596365,-33.314305,3.31,0.262,FALSE,2023-11-29 04:20:00
555,Terrell-Kelley,Italian,North Indian,Chennai,Central,35.8918655,-117.961288,4.3,0.234,FALSE,2024-12-08 05:09:00
556,Cortez Inc,North Indian,Bakery,Bengaluru,East,27.8866245,-165.812630,4.74,0.279,,2024-11-19 19:53:00
557,Wells-Dyer,Bakery,North Indian,Delhi,West,-27.325047,95.928873,3.91,0.2,0,2024-10-27 22:41:00
558,Young-Rodriguez,Fast Food,Healthy,Bengaluru,Central,-59.396187,178.670949,4.28,0.22,0,2024-09-09 01:01:00
559,Hines-Beck,South Indian,Italian,Mumbai,West,-33.9081965,85.102616,4.15,0.196,N,2023-06-29 17:18:00
560,"Schwartz, Davis and Thompson",Chinese,Fast Food,Bengaluru,West,0.8622085,-103.558482,4.17,0.192,FALSE,2023-01-11 06:34:00
561,"Mayo, Ross and Garcia",Bakery,South Indian,Mumbai,West,12.4393535,6.659886,4.76,0.192,1,2023-02-01 07:40:00
562,Obrien-Mosley,South Indian,Bakery,Pune,Central,88.051299,139.658441,3.65,0.249,TRUE,2023-06-09 08:33:00
563,"Morris, Scott and Johnson",Bakery,Chinese,Chennai,East,-44.8827615,81.432525,3.62,0.218,N,2023-04-11 19:52:00
564,Evans-Nelson,Healthy,Bakery,Chennai,North,-18.867302,-145.072872,3.62,0.158,FALSE,2024-02-17 17:06:00
565,Roberts Inc,South Indian,Bakery,Pune,East,15.5288785,102.687302,4.0,0.199,1,2023-10-18 21:15:00
566,Cooper-French,Chinese,South Indian,Delhi,West,-66.267049,64.865335,4.43,0.293,,2023-09-01 17:19:00
567,"Brooks, Oconnor and Miller",North Indian,Chinese,Hyderabad,Central,-57.6144545,23.868040,4.62,0.191,TRUE,2024-04-23 15:04:00
568,Vaughan-Santos,Italian,Bakery,Pune,Central,84.6014585,-171.880368,3.74,0.211,0,2023-12-27 15:02:00
569,Castillo-Nielsen,South Indian,Bakery,Pune,East,10.4258125,-63.408756,4.51,0.166,0,2024-08-04 22:22:00
570,Long-Robles,Bakery,Healthy,Delhi,Central,6.227785,-164.478776,4.18,0.283,,2023-05-15 19:12:00
571,Johnson-Adams,Chinese,South Indian,Delhi,South,73.958255,-98.482220,4.01,0.261,FALSE,2023-11-24 15:38:00
572,Estrada PLC,Italian,North Indian,Pune,North,-17.627815,18.419794,4.5,0.288,FALSE,2024-07-02 14:54:00
573,"Franklin, Watson and Murphy",North Indian,Bakery,Delhi,West,26.4043715,1.448766,,0.278,TRUE,2024-12-15 12:32:00
574,Williams Ltd,Fast Food,South Indian,Hyderabad,North,9.8152495,102.206652,3.62,0.292,N,2024-07-31 23:47:00
575,Wells-Decker,Healthy,Fast Food,Chennai,North,-29.783383,116.778431,4.75,0.208,Y,2023-01-16 03:59:00
576,Dodson-Gomez,Italian,North Indian,Hyderabad,East,-27.5136105,-25.829326,4.4,0.207,TRUE,2024-07-29 11:10:00
577,Graham PLC,Italian,Fast Food,Chennai,Central,29.7416545,-106.372661,3.41,0.299,,2024-03-24 04:38:00
578,Roman Ltd,South Indian,Bakery,Bengaluru,North,-40.0014295,-28.427048,,0.233,FALSE,2024-07-16 03:25:00
579,Perry-Smith,Fast Food,Italian,Bengaluru,East,-51.7195585,-97.983634,3.28,0.278,,2024-03-14 07:30:00
580,Brock LLC,Italian,South Indian,Pune,South,86.2604275,-2.043328,,0.266,TRUE,2024-05-30 07:38:00
581,Novak-Graves,Bakery,North Indian,Pune,West,-89.582448,174.904147,3.65,0.244,N,2023-01-03 11:51:00
582,Bowman LLC,Chinese,Healthy,Pune,North,-84.354430,-73.326432,4.19,0.238,FALSE,2024-05-15 16:19:00
583,"Franklin, Lopez and Houston",South Indian,Fast Food,Bengaluru,North,42.854577,-112.316767,3.57,0.161,N,2023-09-15 20:22:00
584,"Evans, Harris and Vang",Chinese,Italian,Bengaluru,West,-47.6002835,-45.402414,4.06,0.248,Y,2024-05-22 08:13:00
585,Elliott-Scott,Fast Food,Italian,Chennai,West,71.7595205,163.881985,4.19,0.169,,2023-06-14 11:16:00
586,"Morgan, Snyder and Wong",Healthy,South Indian,Mumbai,East,-74.4139275,115.010543,4.77,0.276,,2024-03-05 04:21:00
587,Torres-Morrison,North Indian,Bakery,Delhi,Central,25.6814295,50.729721,3.49,0.235,,2024-06-12 01:45:00
588,Simmons-Good,Italian,North Indian,Delhi,South,-10.570755,-14.569056,3.03,0.241,Y,2024-04-23 00:26:00
589,"Powell, Wang and Green",North Indian,North Indian,Bengaluru,East,68.229589,90.766837,3.05,0.181,TRUE,2024-06-02 10:55:00
590,"Fleming, Bell and Vaughn",South Indian,Bakery,Delhi,South,-3.792766,-134.529355,3.71,0.259,TRUE,2023-10-17 08:19:00
591,Murillo Ltd,Bakery,North Indian,Pune,West,-25.2468615,134.687295,4.36,0.241,,2023-04-18 07:11:00
592,"Rojas, Henry and Sanchez",Italian,Italian,Bengaluru,Central,51.3437865,7.070318,4.03,0.229,,2023-05-27 03:43:00
593,Williams-Nunez,Bakery,Fast Food,Mumbai,South,-15.563802,124.834119,4.73,0.248,0,2024-12-27 05:58:00
594,Brown-Lewis,Bakery,North Indian,Delhi,North,-11.016240,-169.288361,4.13,0.263,,2024-09-07 10:14:00
595,"Garcia, Scott and Cisneros",Fast Food,Chinese,Chennai,Central,-63.210442,166.213639,3.03,0.274,TRUE,2023-11-18 19:16:00
596,Collins-Wilson,North Indian,Bakery,Pune,North,1.228619,42.379550,4.12,0.264,,2023-05-23 08:25:00
597,"Swanson, Mills and Johnson",Italian,Italian,Hyderabad,East,88.787921,-70.310700,3.98,0.155,N,2024-10-09 13:13:00
598,"Lee, French and Farmer",Healthy,North Indian,Mumbai,North,29.442824,-120.853017,4.51,0.267,Y,2023-11-14 00:34:00
599,Martinez-Lopez,Fast Food,South Indian,Chennai,West,57.3561545,178.736808,3.38,0.219,N,2023-10-25 22:50:00
600,"Woods, Austin and Velez",Fast Food,South Indian,Chennai,East,-74.8404865,146.695853,,0.186,1,2024-12-08 19:24:00
601,Fitzgerald Inc,Healthy,Italian,Chennai,Central,49.818056,-149.304772,3.37,0.177,TRUE,2024-01-27 08:16:00
602,"Bautista, Hall and Reese",Chinese,Chinese,Hyderabad,West,63.9438295,59.916089,,0.162,1,2023-11-30 04:00:00
603,Lee PLC,Healthy,Italian,Mumbai,West,-73.4459935,-22.184905,3.4,0.212,1,2023-12-16 14:56:00
604,Sexton-Jacobs,Fast Food,South Indian,Pune,West,25.9025785,141.031000,3.73,0.233,1,2023-05-19 01:08:00
605,Allen Inc,Chinese,Healthy,Mumbai,East,13.231580,-134.272543,3.11,0.19,N,2024-01-02 17:11:00
606,"Edwards, Mckinney and Christian",Healthy,North Indian,Hyderabad,North,-49.680002,174.148553,4.35,0.213,TRUE,2024-01-23 14:56:00
607,Rodriguez-Hamilton,Bakery,South Indian,Pune,South,64.1888255,137.171983,3.95,0.264,FALSE,2024-04-28 22:36:00
608,Collins-Rowe,North Indian,South Indian,Mumbai,East,46.3455565,-174.359845,3.68,0.192,N,2024-02-29 16:16:00
609,"Bishop, Shaffer and Cooper",Chinese,Chinese,Delhi,North,-52.5128405,-58.247961,4.26,0.218,TRUE,2023-07-01 12:07:00
610,Spears-Diaz,Bakery,Healthy,Pune,West,27.1315805,161.695899,4.29,0.23,Y,2023-11-27 04:45:00
611,"Burns, Ibarra and Armstrong",Fast Food,North Indian,Chennai,Central,-74.6980195,-126.148890,3.75,0.272,,2024-01-10 03:33:00
612,"Robertson, Castillo and Daugherty",Italian,South Indian,Bengaluru,North,51.7688335,171.135214,4.47,0.232,N,2023-12-19 02:32:00
613,"Jones, Davis and Wells",Italian,North Indian,Delhi,South,-32.8147555,17.179739,3.83,0.159,N,2024-02-28 18:09:00
614,Nelson Inc,Bakery,South Indian,Bengaluru,Central,16.907485,55.540244,4.75,0.279,,2023-08-17 08:50:00
615,Dorsey-Dixon,Italian,Chinese,Pune,West,-27.049733,-96.065267,3.58,0.293,FALSE,2023-02-22 08:29:00
616,Vazquez and Sons,Italian,South Indian,Chennai,North,-86.5334335,33.595212,3.54,0.278,Y,2024-07-07 19:43:00
617,Santiago-Myers,South Indian,Chinese,Mumbai,South,-38.7696905,161.363819,3.44,0.218,Y,2023-12-14 02:37:00
618,Parker PLC,Italian,Healthy,Delhi,West,10.272749,38.752523,4.55,0.291,TRUE,2024-10-15 04:33:00
619,"Torres, Brock and Marsh",Bakery,South Indian,Pune,North,-76.8851695,91.079347,3.35,0.294,FALSE,2024-11-24 04:57:00
620,Miller and Sons,Bakery,Bakery,Pune,East,-66.0270965,40.371019,3.16,0.266,,2024-12-05 17:27:00
621,Mayo Group,Chinese,Italian,Chennai,East,67.5239545,-5.045177,3.68,0.259,TRUE,2023-07-04 07:21:00
622,Johnson and Sons,Chinese,Bakery,Chennai,South,-24.7354295,102.134911,3.84,0.22,,2024-03-30 23:43:00
623,"Anderson, King and Ray",South Indian,North Indian,Mumbai,West,-11.4055445,-179.963732,3.74,0.173,FALSE,2024-08-08 09:34:00
624,Tucker Group,Bakery,South Indian,Bengaluru,North,-39.373162,52.525766,4.39,0.227,0,2024-12-14 00:01:00
625,Wallace-Oconnor,Chinese,Healthy,Pune,Central,77.897014,-78.689001,3.33,0.287,,2024-01-05 09:22:00
626,"Owens, Miller and Stanley",Fast Food,South Indian,Delhi,South,-21.887351,-9.141781,3.66,0.231,,2024-06-26 08:09:00
627,Peterson PLC,Chinese,Italian,Bengaluru,North,-0.4168835,-130.735468,,0.154,0,2023-06-12 17:14:00
628,"Murray, Rivas and Fields",Chinese,Healthy,Mumbai,West,80.006896,-74.646571,3.78,0.151,TRUE,2024-04-02 19:46:00
629,Allen-Morris,Italian,Healthy,Hyderabad,West,25.1027455,-176.110625,4.71,0.238,1,2024-03-23 22:19:00
630,Gonzalez and Sons,Healthy,Chinese,Mumbai,Central,-31.0771945,126.860847,3.17,0.229,TRUE,2023-06-26 18:25:00
