TRIP_ID,ORDER_ID,AGENT_ID,PICKUP_TIME,DROP_TIME,DISTANCE_KM,ESTIMATED_TIME_MIN,ACTUAL_TIME_MIN,SLA_BREACH_FLAG
20465,27294,761,2024-11-06 19:39:00,2024-11-06 20:09:00,2.06,25,30,0
20466,27295,524,2023-03-25 12:31:00,2023-03-25 13:13:00,7.25,30,42,1
20467,27298,454,2023-05-18 06:55:00,2023-05-18 07:32:00,5.72,25,37,1
20468,27300,770,2024-01-15 01:47:00,2024-01-15 02:26:00,3.18,20,39,1
20469,27301,584,2024-06-12 10:07:00,2024-06-12 10:17:00,5.78,30,10,0
20470,27302,450,2024-04-28 07:19:00,2024-04-28 07:55:00,8.87,35,36,0
20471,27304,664,2023-07-16 11:40:00,2023-07-16 12:03:00,2.74,35,23,0
20472,27306,271,2024-03-19 22:35:00,2024-03-19 23:10:00,1.77,35,35,0
20473,27307,397,2024-05-24 09:02:00,2024-05-24 09:22:00,1.92,35,20,0
20474,27309,614,2023-02-23 04:56:00,2023-02-23 05:15:00,10.92,35,19,0
20475,27310,710,2023-05-19 03:55:00,2023-05-19 04:48:00,4.02,25,53,1
20476,27311,489,2023-12-17 07:41:00,2023-12-17 08:24:00,3.32,30,43,1
20477,27312,418,2024-08-29 12:33:00,2024-08-29 12:43:00,1.49,20,10,0
20478,27313,73,2024-02-27 02:13:00,2024-02-27 02:39:00,5.36,25,26,0
20479,27314,752,2023-05-22 11:22:00,2023-05-22 12:11:00,8.45,20,49,1
20480,27315,517,2024-01-25 02:09:00,2024-01-25 02:49:00,10.65,20,40,1
20481,27316,665,2023-04-25 19:56:00,2023-04-25 20:10:00,3.87,20,14,0
20482,27317,452,2023-06-27 18:29:00,2023-06-27 18:33:00,7.35,30,4,0
20483,27319,427,2023-06-25 04:56:00,2023-06-25 05:32:00,1.25,35,36,0
20484,27320,730,2024-01-13 01:36:00,2024-01-13 02:01:00,7.45,30,25,0
20485,27321,744,2023-03-11 01:22:00,2023-03-11 02:01:00,6.16,30,39,1
20486,27322,507,2023-08-19 23:44:00,2023-08-20 00:25:00,6.53,35,41,1
20487,27323,143,2024-02-16 05:39:00,2024-02-16 06:11:00,11.39,20,32,1
20488,27324,476,2024-09-10 22:20:00,2024-09-10 22:54:00,10.81,30,34,0
20489,27325,778,2023-05-24 19:23:00,2023-05-24 19:53:00,2.38,25,30,0
20490,27326,265,2023-05-22 20:36:00,2023-05-22 21:02:00,3.39,30,26,0
20491,27327,389,2024-12-30 20:28:00,2024-12-30 21:27:00,6.67,20,59,1
20492,27328,21,2023-05-05 23:16:00,2023-05-06 00:02:00,4.45,35,46,1
20493,27329,244,2023-09-02 20:15:00,2023-09-02 21:03:00,5.77,25,48,1
20494,27330,214,2023-07-17 04:22:00,2023-07-17 05:03:00,8.26,35,41,1
20495,27331,249,2023-11-24 07:05:00,2023-11-24 07:07:00,7.3,35,2,0
20496,27333,168,2023-05-25 17:02:00,2023-05-25 17:31:00,5.96,25,29,0
20497,27334,360,2023-08-25 10:14:00,2023-08-25 10:37:00,10.67,25,23,0
20498,27335,410,2024-01-25 05:02:00,2024-01-25 05:24:00,5.61,25,22,0
20499,27336,228,2023-11-13 05:43:00,2023-11-13 05:54:00,6.5,20,11,0
20500,27338,231,2023-01-09 17:07:00,2023-01-09 17:43:00,3.35,35,36,0
20501,27339,38,2023-01-18 01:29:00,2023-01-18 01:47:00,2.34,25,18,0
20502,27341,435,2024-10-11 13:42:00,2024-10-11 14:08:00,8.25,30,26,0
20503,27342,639,2024-05-10 22:02:00,2024-05-10 22:38:00,8.46,35,36,0
20504,27343,563,2024-03-26 16:53:00,2024-03-26 17:29:00,5.79,25,36,1
20505,27344,617,2023-12-11 18:40:00,2023-12-11 19:06:00,7.09,35,26,0
20506,27345,462,2024-11-16 01:57:00,2024-11-16 02:08:00,11.84,35,11,0
20507,27347,476,2024-06-21 13:12:00,2024-06-21 13:51:00,9.95,30,39,1
20508,27348,685,2023-10-10 13:54:00,2023-10-10 14:29:00,8.29,35,35,0
20509,27349,492,2023-02-21 23:37:00,2023-02-22 00:08:00,11.93,30,31,0
20510,27350,649,2023-05-12 06:08:00,2023-05-12 06:40:00,4.52,30,32,0
20511,27351,108,2023-10-15 08:58:00,2023-10-15 08:55:00,4.69,25,-3,0
20512,27352,544,2023-02-11 14:35:00,2023-02-11 15:06:00,7.89,35,31,0
20513,27353,680,2023-04-08 19:24:00,2023-04-08 20:02:00,10.31,25,38,1
20514,27354,48,2024-06-14 10:31:00,2024-06-14 10:39:00,7.35,35,8,0
20515,27355,506,2024-08-26 23:30:00,2024-08-27 00:08:00,8.33,25,38,1
20516,27356,686,2023-10-17 14:55:00,2023-10-17 15:26:00,11.5,35,31,0
20517,27357,351,2024-12-04 01:00:00,2024-12-04 01:58:00,4.02,25,58,1
20518,27359,400,2023-06-06 12:21:00,2023-06-06 13:20:00,11.92,20,59,1
20519,27360,219,2023-07-12 03:58:00,2023-07-12 04:36:00,5.55,35,38,0
20520,27361,133,2024-02-09 10:12:00,2024-02-09 10:20:00,11.63,35,8,0
20521,27362,221,2024-08-25 11:43:00,2024-08-25 11:57:00,4.07,20,14,0
20522,27363,270,2023-11-20 16:39:00,2023-11-20 17:11:00,6.35,30,32,0
20523,27364,353,2023-09-04 19:44:00,2023-09-04 19:41:00,2.56,20,-3,0
20524,27365,198,2023-08-06 12:09:00,2023-08-06 12:44:00,9.18,25,35,1
20525,27366,476,2024-01-01 14:02:00,2024-01-01 14:28:00,1.34,20,26,1
20526,27370,170,2023-05-26 19:37:00,2023-05-26 20:00:00,8.53,20,23,0
20527,27372,462,2024-09-20 04:29:00,2024-09-20 05:07:00,9.9,30,38,1
20528,27374,40,2024-10-01 06:25:00,2024-10-01 06:52:00,4.02,20,27,1
20529,27375,119,2023-04-05 15:28:00,2023-04-05 16:01:00,7.58,25,33,1
20530,27377,606,2024-08-03 01:29:00,2024-08-03 01:38:00,3.19,20,9,0
20531,27378,428,2024-01-23 20:34:00,2024-01-23 21:01:00,9.54,20,27,1
20532,27379,585,2024-10-07 16:56:00,2024-10-07 17:26:00,8.18,25,30,0
20533,27380,522,2024-02-28 08:28:00,2024-02-28 08:57:00,4.28,25,29,0
20534,27382,72,2024-05-28 04:32:00,2024-05-28 04:49:00,9.47,30,17,0
20535,27383,472,2024-05-31 00:54:00,2024-05-31 01:31:00,2.94,20,37,1
20536,27386,299,2023-06-15 03:25:00,2023-06-15 04:04:00,4.6,25,39,1
20537,27387,20,2023-01-16 17:51:00,2023-01-16 18:24:00,10.31,35,33,0
20538,27388,663,2024-08-26 07:52:00,2024-08-26 08:37:00,2.3,20,45,1
20539,27389,740,2024-10-05 14:49:00,2024-10-05 15:38:00,5.92,25,49,1
20540,27390,461,2023-04-01 04:33:00,2023-04-01 05:15:00,11.4,20,42,1
20541,27391,289,2023-12-22 09:45:00,2023-12-22 09:57:00,1.91,25,12,0
20542,27392,229,2024-04-25 20:07:00,2024-04-25 20:29:00,6.1,30,22,0
20543,27393,589,2024-09-04 20:54:00,2024-09-04 21:47:00,6.9,20,53,1
20544,27395,447,2023-07-06 17:17:00,2023-07-06 17:59:00,9.45,35,42,1
20545,27396,456,2024-07-10 00:52:00,2024-07-10 01:45:00,6.9,30,53,1
20546,27398,294,2024-08-02 16:03:00,2024-08-02 16:40:00,11.48,35,37,0
20547,27399,793,2023-12-22 09:12:00,2023-12-22 09:57:00,9.75,35,45,1
20548,27400,528,2024-04-14 23:45:00,2024-04-15 00:00:00,9.19,30,15,0
20549,27401,401,2023-12-19 05:48:00,2023-12-19 06:17:00,9.02,35,29,0
20550,27402,574,2024-10-18 11:18:00,2024-10-18 11:44:00,9.48,25,26,0
20551,27403,758,2024-03-29 18:13:00,2024-03-29 18:51:00,7.25,20,38,1
20552,27404,543,2023-10-04 13:54:00,2023-10-04 14:20:00,4.48,25,26,0
20553,27406,173,2023-06-06 16:29:00,2023-06-06 16:56:00,3.64,20,27,1
20554,27407,665,2024-03-10 12:33:00,2024-03-10 12:50:00,9.28,30,17,0
20555,27408,244,2024-12-20 09:01:00,2024-12-20 09:55:00,7.75,20,54,1
20556,27410,328,2023-07-10 18:47:00,2023-07-10 19:29:00,7.8,25,42,1
20557,27411,264,2024-08-29 10:50:00,2024-08-29 11:41:00,5.49,25,51,1
20558,27412,267,2024-10-10 14:51:00,2024-10-10 15:22:00,6.52,25,31,1
20559,27414,515,2023-02-18 10:47:00,2023-02-18 11:17:00,6.25,35,30,0
20560,27415,296,2024-02-13 20:22:00,2024-02-13 21:05:00,3.71,20,43,1
20561,27419,489,2023-03-11 03:37:00,2023-03-11 04:14:00,7.81,25,37,1
20562,27421,192,2023-04-23 08:22:00,2023-04-23 08:52:00,9.85,20,30,1
20563,27423,647,2023-03-31 18:28:00,2023-03-31 19:03:00,1.57,30,35,0
20564,27424,149,2023-02-20 23:44:00,2023-02-21 00:28:00,9.03,25,44,1
20565,27425,539,2024-11-19 09:47:00,2024-11-19 10:36:00,11.99,25,49,1
20566,27427,145,2024-04-02 18:42:00,2024-04-02 19:12:00,6.92,35,30,0
20567,27428,31,2023-04-02 12:02:00,2023-04-02 12:33:00,10.01,20,31,1
20568,27430,708,2023-03-27 22:35:00,2023-03-27 22:41:00,12.0,20,6,0
20569,27431,477,2024-05-23 05:35:00,2024-05-23 06:22:00,3.34,30,47,1
20570,27432,529,2023-05-27 01:58:00,2023-05-27 02:32:00,3.77,25,34,1
20571,27433,483,2023-01-28 08:34:00,2023-01-28 09:11:00,4.12,35,37,0
20572,27434,470,2024-02-07 21:28:00,2024-02-07 21:59:00,4.69,35,31,0
20573,27435,673,2024-12-26 07:47:00,2024-12-26 08:26:00,10.79,35,39,0
20574,27436,447,2024-11-02 04:10:00,2024-11-02 04:47:00,3.96,25,37,1
20575,27437,493,2024-10-05 13:59:00,2024-10-05 14:38:00,9.26,35,39,0
20576,27438,109,2024-05-04 14:39:00,2024-05-04 14:47:00,10.48,25,8,0
20577,27440,576,2023-08-22 03:58:00,2023-08-22 04:36:00,4.95,30,38,1
20578,27441,611,2023-08-11 00:46:00,2023-08-11 01:21:00,11.76,35,35,0
20579,27442,669,2023-07-11 20:25:00,2023-07-11 20:57:00,7.72,30,32,0
20580,27443,468,2024-08-14 06:13:00,2024-08-14 06:36:00,11.17,25,23,0
20581,27444,91,2023-10-22 02:26:00,2023-10-22 02:31:00,3.4,35,5,0
20582,27445,211,2023-07-12 06:46:00,2023-07-12 07:28:00,5.01,20,42,1
20583,27446,638,2024-10-03 02:05:00,2024-10-03 02:16:00,9.12,20,11,0
20584,27447,287,2023-01-21 18:00:00,2023-01-21 18:15:00,10.44,25,15,0
20585,27448,566,2023-03-06 08:55:00,2023-03-06 09:30:00,4.84,25,35,1
20586,27449,21,2024-07-10 20:43:00,2024-07-10 21:14:00,11.04,30,31,0
20587,27450,254,2023-07-14 03:11:00,2023-07-14 03:27:00,2.33,35,16,0
20588,27452,103,2024-05-25 05:36:00,2024-05-25 05:58:00,2.26,30,22,0
20589,27454,1,2023-05-02 22:27:00,2023-05-02 23:03:00,10.09,30,36,1
20590,27455,89,2023-10-31 23:52:00,2023-11-01 00:42:00,2.79,20,50,1
20591,27456,461,2024-04-11 12:14:00,2024-04-11 12:57:00,11.42,30,43,1
20592,27457,135,2024-08-14 15:47:00,2024-08-14 16:18:00,6.11,25,31,1
20593,27459,339,2024-04-02 21:17:00,2024-04-02 21:45:00,11.96,30,28,0
20594,27460,495,2023-05-10 04:15:00,2023-05-10 04:40:00,4.08,20,25,0
20595,27462,82,2023-04-22 21:32:00,2023-04-22 22:27:00,10.84,35,55,1
20596,27463,579,2024-03-22 23:38:00,2024-03-23 00:16:00,1.2,25,38,1
20597,27464,274,2024-09-25 05:15:00,2024-09-25 06:01:00,6.62,20,46,1
20598,27465,501,2023-04-14 06:25:00,2023-04-14 07:05:00,7.08,35,40,0
20599,27466,64,2023-04-22 09:35:00,2023-04-22 10:39:00,3.73,35,64,1
20600,27467,452,2024-07-25 18:42:00,2024-07-25 19:11:00,6.14,30,29,0
20601,27468,493,2023-01-03 12:44:00,2023-01-03 13:11:00,3.87,30,27,0
20602,27470,754,2024-02-20 22:54:00,2024-02-20 23:11:00,2.84,30,17,0
20603,27472,141,2024-07-04 19:33:00,2024-07-04 20:06:00,11.89,25,33,1
20604,27473,449,2023-02-28 17:09:00,2023-02-28 17:12:00,4.37,25,3,0
20605,27475,139,2024-01-20 13:35:00,2024-01-20 14:06:00,11.97,25,31,1
20606,27476,172,2024-10-16 18:37:00,2024-10-16 18:32:00,3.09,20,-5,0
20607,27477,299,2024-07-18 11:19:00,2024-07-18 11:42:00,4.47,20,23,0
20608,27478,189,2023-10-29 22:14:00,2023-10-29 23:00:00,8.31,25,46,1
20609,27479,135,2023-04-12 08:38:00,2023-04-12 09:14:00,7.18,35,36,0
20610,27480,311,2024-05-08 19:22:00,2024-05-08 20:06:00,9.66,25,44,1
20611,27481,258,2023-03-28 20:10:00,2023-03-28 20:59:00,8.78,35,49,1
20612,27482,634,2023-09-12 17:26:00,2023-09-12 17:57:00,5.53,30,31,0
20613,27483,474,2024-09-17 15:52:00,2024-09-17 16:01:00,4.98,35,9,0
20614,27485,235,2023-10-21 12:55:00,2023-10-21 13:23:00,8.23,35,28,0
20615,27487,320,2023-04-18 07:50:00,2023-04-18 08:29:00,9.77,25,39,1
20616,27488,187,2024-05-30 13:48:00,2024-05-30 14:18:00,6.31,30,30,0
20617,27490,7,2023-08-26 18:30:00,2023-08-26 19:02:00,3.9,25,32,1
20618,27492,754,2023-10-19 07:53:00,2023-10-19 08:40:00,2.09,25,47,1
20619,27493,23,2023-03-25 09:35:00,2023-03-25 10:13:00,8.05,20,38,1
20620,27495,601,2024-09-26 04:47:00,2024-09-26 05:20:00,2.11,25,33,1
20621,27496,476,2024-04-12 06:14:00,2024-04-12 06:37:00,1.37,30,23,0
20622,27498,77,2024-08-17 00:14:00,2024-08-17 00:51:00,9.77,30,37,1
20623,27500,439,2023-07-18 05:41:00,2023-07-18 06:20:00,3.03,35,39,0
20624,27502,348,2024-11-19 16:00:00,2024-11-19 16:40:00,10.95,30,40,1
20625,27503,439,2023-03-30 09:07:00,2023-03-30 09:42:00,4.08,20,35,1
20626,27504,776,2023-10-05 16:51:00,2023-10-05 17:50:00,2.89,20,59,1
20627,27505,28,2023-06-24 21:58:00,2023-06-24 22:39:00,4.27,20,41,1
20628,27507,215,2024-02-01 18:46:00,2024-02-01 19:31:00,7.33,30,45,1
20629,27508,529,2023-08-02 11:41:00,2023-08-02 12:31:00,7.0,20,50,1
20630,27510,634,2023-08-02 07:19:00,2023-08-02 07:45:00,2.54,20,26,1
20631,27511,288,2023-09-01 04:03:00,2023-09-01 04:35:00,2.18,20,32,1
20632,27512,371,2023-01-08 07:30:00,2023-01-08 07:38:00,2.37,30,8,0
20633,27513,788,2023-10-08 09:30:00,2023-10-08 10:14:00,6.88,20,44,1
20634,27515,647,2024-01-13 02:58:00,2024-01-13 03:13:00,8.15,25,15,0
20635,27516,774,2023-01-07 05:43:00,2023-01-07 06:15:00,2.21,20,32,1
20636,27517,300,2023-10-15 11:08:00,2023-10-15 11:41:00,4.02,25,33,1
20637,27518,611,2023-05-24 06:30:00,2023-05-24 07:07:00,9.57,35,37,0
20638,27519,330,2023-06-30 15:22:00,2023-06-30 15:49:00,9.1,20,27,1
20639,27520,111,2023-09-09 06:37:00,2023-09-09 07:37:00,5.98,30,60,1
20640,27521,491,2024-11-18 15:35:00,2024-11-18 16:28:00,2.6,30,53,1
20641,27522,283,2023-07-27 05:52:00,2023-07-27 06:36:00,8.06,35,44,1
20642,27523,38,2023-04-06 17:05:00,2023-04-06 17:33:00,11.79,25,28,0
20643,27525,262,2024-11-23 01:23:00,2024-11-23 01:29:00,7.53,25,6,0
20644,27526,277,2024-07-12 21:31:00,2024-07-12 21:48:00,8.49,20,17,0
20645,27527,9,2024-08-30 18:09:00,2024-08-30 19:04:00,9.06,25,55,1
20646,27528,791,2023-02-23 00:13:00,2023-02-23 01:13:00,5.84,20,60,1
20647,27530,232,2023-02-18 23:33:00,2023-02-18 23:58:00,6.74,30,25,0
20648,27531,17,2024-09-29 07:14:00,2024-09-29 07:32:00,10.92,20,18,0
20649,27532,440,2023-03-31 09:46:00,2023-03-31 10:08:00,9.19,30,22,0
20650,27535,713,2023-03-06 12:19:00,2023-03-06 12:26:00,10.53,35,7,0
20651,27536,143,2024-05-18 03:47:00,2024-05-18 04:20:00,10.96,30,33,0
20652,27537,286,2024-03-09 11:56:00,2024-03-09 12:14:00,2.1,20,18,0
20653,27539,519,2024-09-16 00:07:00,2024-09-16 00:55:00,4.83,30,48,1
20654,27540,488,2024-02-01 18:02:00,2024-02-01 18:25:00,8.89,25,23,0
20655,27541,312,2023-07-26 03:48:00,2023-07-26 04:03:00,5.56,35,15,0
20656,27542,182,2024-03-18 03:26:00,2024-03-18 03:27:00,11.17,30,1,0
20657,27543,53,2024-08-05 00:39:00,2024-08-05 00:54:00,10.09,20,15,0
20658,27545,248,2023-03-11 06:07:00,2023-03-11 07:02:00,6.69,20,55,1
20659,27550,498,2023-12-28 21:19:00,2023-12-28 21:42:00,11.86,35,23,0
20660,27551,53,2023-11-01 02:52:00,2023-11-01 02:59:00,10.83,35,7,0
20661,27552,516,2023-06-30 01:54:00,2023-06-30 02:26:00,4.8,25,32,1
20662,27553,93,2024-12-24 07:58:00,2024-12-24 08:06:00,3.33,35,8,0
20663,27554,203,2023-11-20 10:44:00,2023-11-20 11:18:00,5.71,35,34,0
20664,27555,456,2024-04-05 03:14:00,2024-04-05 03:47:00,9.86,35,33,0
20665,27557,9,2023-01-23 15:50:00,2023-01-23 16:45:00,2.62,30,55,1
20666,27558,624,2023-12-05 19:24:00,2023-12-05 19:52:00,11.43,35,28,0
20667,27561,624,2024-03-29 13:41:00,2024-03-29 14:03:00,2.92,30,22,0
20668,27563,568,2023-01-12 06:54:00,2023-01-12 07:08:00,5.98,35,14,0
20669,27565,729,2024-12-30 08:13:00,2024-12-30 08:38:00,6.85,20,25,0
20670,27566,321,2024-01-16 08:36:00,2024-01-16 08:37:00,8.91,35,1,0
20671,27567,565,2023-04-08 04:54:00,2023-04-08 05:48:00,8.43,25,54,1
20672,27568,53,2023-10-19 13:01:00,2023-10-19 13:39:00,10.96,20,38,1
20673,27569,350,2024-01-25 09:35:00,2024-01-25 10:08:00,9.85,25,33,1
20674,27570,643,2023-03-22 18:19:00,2023-03-22 18:58:00,5.81,30,39,1
20675,27572,332,2024-07-05 14:32:00,2024-07-05 14:55:00,9.02,25,23,0
20676,27573,795,2024-04-06 20:47:00,2024-04-06 21:09:00,4.16,30,22,0
20677,27574,719,2023-11-03 16:53:00,2023-11-03 17:28:00,4.54,25,35,1
20678,27577,794,2023-08-12 16:11:00,2023-08-12 16:43:00,10.31,35,32,0
20679,27578,248,2023-07-09 05:01:00,2023-07-09 04:59:00,7.19,25,-2,0
20680,27579,170,2023-03-25 13:17:00,2023-03-25 13:25:00,2.1,25,8,0
20681,27581,318,2023-04-24 08:00:00,2023-04-24 08:29:00,6.05,20,29,1
20682,27583,154,2024-01-21 21:06:00,2024-01-21 21:43:00,6.63,25,37,1
20683,27584,38,2024-12-04 17:45:00,2024-12-04 18:10:00,11.84,25,25,0
20684,27586,642,2024-01-19 04:11:00,2024-01-19 04:41:00,6.38,20,30,1
20685,27587,144,2023-07-30 13:59:00,2023-07-30 14:25:00,1.9,20,26,1
20686,27588,182,2023-04-17 10:35:00,2023-04-17 11:07:00,6.49,25,32,1
20687,27590,397,2024-12-06 22:27:00,2024-12-06 22:44:00,4.12,35,17,0
20688,27591,699,2023-12-17 14:02:00,2023-12-17 14:29:00,6.96,30,27,0
20689,27592,533,2023-03-26 21:06:00,2023-03-26 21:43:00,3.95,20,37,1
20690,27593,612,2024-01-14 05:06:00,2024-01-14 05:49:00,1.07,35,43,1
20691,27594,451,2024-07-16 11:07:00,2024-07-16 11:56:00,4.89,35,49,1
20692,27596,329,2023-02-01 19:09:00,2023-02-01 19:58:00,6.35,25,49,1
20693,27597,350,2024-01-03 05:56:00,2024-01-03 06:33:00,2.95,25,37,1
20694,27599,494,2024-08-01 17:47:00,2024-08-01 18:32:00,9.75,35,45,1
20695,27600,83,2024-12-26 22:32:00,2024-12-26 23:07:00,8.85,30,35,0
20696,27601,549,2024-08-15 02:03:00,2024-08-15 02:42:00,7.82,35,39,0
20697,27602,459,2023-07-27 16:35:00,2023-07-27 17:18:00,4.15,20,43,1
20698,27603,67,2023-07-22 01:00:00,2023-07-22 01:34:00,11.32,35,34,0
20699,27604,665,2024-05-27 04:26:00,2024-05-27 05:10:00,10.18,20,44,1
20700,27605,444,2024-05-07 00:53:00,2024-05-07 01:06:00,4.37,30,13,0
20701,27606,706,2023-11-20 07:29:00,2023-11-20 08:09:00,5.66,30,40,1
20702,27607,335,2023-02-18 13:29:00,2023-02-18 14:03:00,2.33,30,34,0
20703,27608,522,2023-08-07 18:59:00,2023-08-07 19:22:00,5.79,25,23,0
20704,27609,616,2023-07-03 22:01:00,2023-07-03 22:38:00,12.0,30,37,1
20705,27610,32,2024-11-20 17:12:00,2024-11-20 17:48:00,6.25,20,36,1
20706,27611,703,2023-09-27 09:20:00,2023-09-27 10:14:00,2.45,25,54,1
20707,27612,409,2023-04-13 06:28:00,2023-04-13 07:02:00,4.09,30,34,0
20708,27613,458,2024-05-27 10:48:00,2024-05-27 11:06:00,5.98,25,18,0
20709,27614,693,2024-04-30 14:18:00,2024-04-30 15:17:00,11.53,30,59,1
20710,27615,125,2024-09-27 00:16:00,2024-09-27 00:37:00,3.28,25,21,0
20711,27616,336,2023-01-27 08:03:00,2023-01-27 08:58:00,8.59,30,55,1
20712,27618,682,2024-07-13 05:24:00,2024-07-13 05:42:00,1.87,35,18,0
20713,27619,158,2024-06-30 21:34:00,2024-06-30 22:22:00,6.35,20,48,1
20714,27620,588,2024-04-25 01:47:00,2024-04-25 02:25:00,6.37,30,38,1
20715,27621,225,2024-08-26 10:42:00,2024-08-26 11:16:00,8.22,20,34,1
20716,27623,277,2024-06-24 19:55:00,2024-06-24 20:33:00,7.26,20,38,1
20717,27624,458,2024-06-18 09:36:00,2024-06-18 09:43:00,5.17,35,7,0
20718,27626,741,2024-12-30 14:14:00,2024-12-30 14:26:00,8.61,25,12,0
20719,27627,199,2023-09-01 08:58:00,2023-09-01 09:37:00,9.67,35,39,0
20720,27629,18,2024-05-20 07:22:00,2024-05-20 07:53:00,4.45,30,31,0
20721,27631,173,2023-05-03 22:00:00,2023-05-03 22:27:00,7.94,25,27,0
20722,27636,208,2024-03-16 11:56:00,2024-03-16 12:11:00,11.0,30,15,0
20723,27637,472,2023-10-13 05:08:00,2023-10-13 05:19:00,1.79,25,11,0
20724,27638,79,2023-10-23 04:57:00,2023-10-23 04:57:00,4.39,30,0,0
20725,27639,751,2024-02-19 01:27:00,2024-02-19 01:48:00,10.0,20,21,0
20726,27640,265,2024-03-06 09:54:00,2024-03-06 10:39:00,4.48,20,45,1
20727,27642,438,2024-06-04 15:06:00,2024-06-04 15:26:00,10.94,20,20,0
20728,27643,584,2024-05-12 12:45:00,2024-05-12 13:26:00,7.42,20,41,1
20729,27644,532,2024-04-10 15:17:00,2024-04-10 15:52:00,9.69,35,35,0
20730,27645,187,2024-12-07 14:52:00,2024-12-07 15:10:00,4.27,25,18,0
20731,27646,215,2023-06-19 14:25:00,2023-06-19 14:58:00,11.49,20,33,1
20732,27647,483,2023-05-22 08:01:00,2023-05-22 08:27:00,8.9,35,26,0
20733,27649,548,2023-05-28 20:16:00,2023-05-28 20:49:00,8.19,35,33,0
20734,27652,447,2023-01-03 08:01:00,2023-01-03 08:21:00,6.34,25,20,0
20735,27654,15,2023-07-27 17:20:00,2023-07-27 18:25:00,2.93,30,65,1
20736,27655,754,2024-05-27 10:15:00,2024-05-27 10:32:00,2.82,25,17,0
20737,27657,771,2023-10-17 02:52:00,2023-10-17 03:23:00,9.45,30,31,0
20738,27658,705,2023-04-19 04:01:00,2023-04-19 04:53:00,7.88,25,52,1
20739,27660,454,2023-04-15 04:05:00,2023-04-15 04:48:00,6.74,30,43,1
20740,27661,454,2024-05-30 14:38:00,2024-05-30 14:47:00,11.19,30,9,0
20741,27662,214,2023-10-29 11:26:00,2023-10-29 11:58:00,11.17,30,32,0
20742,27663,115,2023-03-02 16:13:00,2023-03-02 17:01:00,8.23,30,48,1
20743,27664,239,2023-12-25 02:28:00,2023-12-25 03:13:00,7.85,20,45,1
20744,27666,430,2023-02-10 06:32:00,2023-02-10 07:32:00,11.58,35,60,1
20745,27667,187,2023-01-17 13:01:00,2023-01-17 13:49:00,4.18,20,48,1
20746,27669,378,2024-01-16 12:52:00,2024-01-16 13:56:00,10.02,30,64,1
20747,27670,313,2023-09-03 19:35:00,2023-09-03 20:03:00,9.88,25,28,0
20748,27671,759,2023-06-05 02:10:00,2023-06-05 02:59:00,8.24,30,49,1
20749,27672,442,2024-08-27 14:17:00,2024-08-27 14:37:00,11.21,25,20,0
20750,27673,671,2023-06-15 22:25:00,2023-06-15 23:11:00,4.19,30,46,1
20751,27674,656,2024-01-07 02:08:00,2024-01-07 02:49:00,4.32,30,41,1
20752,27675,693,2023-07-15 13:55:00,2023-07-15 14:09:00,7.63,35,14,0
20753,27676,641,2024-12-17 17:01:00,2024-12-17 17:13:00,2.04,30,12,0
20754,27678,117,2024-08-22 16:15:00,2024-08-22 16:58:00,2.96,35,43,1
20755,27679,333,2024-03-29 23:37:00,2024-03-30 00:26:00,3.85,35,49,1
20756,27680,75,2024-02-12 10:27:00,2024-02-12 10:55:00,3.16,25,28,0
20757,27681,465,2024-12-03 23:06:00,2024-12-03 23:31:00,2.33,20,25,0
20758,27682,387,2023-05-31 00:45:00,2023-05-31 01:24:00,3.87,20,39,1
20759,27683,126,2024-03-24 16:17:00,2024-03-24 17:07:00,11.15,25,50,1
20760,27684,95,2023-05-05 04:35:00,2023-05-05 05:22:00,2.72,20,47,1
20761,27685,278,2024-07-24 23:24:00,2024-07-24 23:54:00,10.46,30,30,0
20762,27687,327,2023-01-20 00:11:00,2023-01-20 00:50:00,1.25,20,39,1
20763,27689,197,2023-07-06 08:52:00,2023-07-06 09:20:00,5.94,20,28,1
20764,27691,585,2024-11-30 08:18:00,2024-11-30 09:13:00,10.86,35,55,1
20765,27692,64,2023-12-10 06:29:00,2023-12-10 07:09:00,4.2,20,40,1
20766,27693,713,2023-02-06 11:14:00,2023-02-06 11:39:00,6.37,25,25,0
20767,27695,123,2024-10-13 02:01:00,2024-10-13 02:54:00,9.65,35,53,1
20768,27697,303,2024-09-12 03:01:00,2024-09-12 03:33:00,11.21,35,32,0
20769,27701,314,2023-10-04 23:46:00,2023-10-05 00:22:00,5.28,25,36,1
20770,27702,309,2023-02-08 06:07:00,2023-02-08 06:32:00,5.96,25,25,0
20771,27703,136,2023-03-22 22:04:00,2023-03-22 22:59:00,3.57,20,55,1
20772,27704,178,2024-09-09 09:07:00,2024-09-09 09:41:00,4.7,35,34,0
20773,27706,627,2023-03-30 12:05:00,2023-03-30 12:35:00,1.18,30,30,0
20774,27707,411,2023-03-08 12:07:00,2023-03-08 12:23:00,3.78,20,16,0
20775,27708,556,2023-07-17 00:37:00,2023-07-17 00:54:00,5.45,35,17,0
20776,27709,546,2024-11-07 08:30:00,2024-11-07 09:14:00,5.72,30,44,1
20777,27710,101,2023-11-17 05:45:00,2023-11-17 06:24:00,1.24,20,39,1
20778,27712,774,2024-09-13 13:50:00,2024-09-13 14:21:00,6.69,30,31,0
20779,27713,153,2023-01-02 23:47:00,2023-01-03 00:29:00,9.2,20,42,1
